age,annual_income,employment_type,years_employed,credit_score,existing_debt,loan_amount,loan_term,approval_status
30,70936,Employed,4,800,37162,139410,180,1
21,176355,Employed,17,615,28073,168854,180,1
63,92932,Employed,8,708,51495,283413,24,1
35,23876,Employed,25,787,13397,37714,120,1
47,18332,Self-Employed,28,653,7437,200527,48,0
58,66111,Employed,13,557,56085,31617,48,1
35,49702,Employed,8,632,46973,288613,48,1
42,24372,Employed,16,578,21788,290416,180,0
42,223043,Employed,22,597,57577,220918,360,1
38,82376,Self-Employed,10,610,17566,276969,24,1
58,246288,Employed,1,462,28630,278088,12,1
29,74349,Employed,7,795,51244,16653,24,1
32,58140,Unemployed,18,607,35638,52586,12,0
30,65739,Self-Employed,21,549,38531,173847,60,0
47,216406,Employed,24,746,71973,176931,240,1
57,25453,Unemployed,20,695,13129,115657,12,0
36,17335,Employed,17,735,6627,262019,60,1
42,154046,Unemployed,5,668,7861,84094,36,1
50,19561,Employed,8,747,6950,107180,36,1
21,78525,Unemployed,1,573,70828,141352,12,0
24,177155,Unemployed,24,730,22425,292016,36,1
55,37973,Self-Employed,0,847,531,164230,36,1
25,19860,Employed,5,798,16472,95790,240,1
49,59680,Employed,2,619,6212,190126,24,1
52,27134,Self-Employed,3,693,23204,18050,60,1
54,83226,Employed,14,692,58710,127200,48,1
52,120589,Employed,29,517,36334,229820,12,1
33,76998,Employed,23,678,70632,81273,12,1
27,43295,Self-Employed,15,726,28577,169005,240,1
49,24847,Employed,6,604,12471,19102,180,1
56,59372,Unemployed,23,452,55177,252497,36,0
35,18499,Self-Employed,5,533,17087,63364,36,0
37,176077,Employed,17,584,15687,230075,180,1
53,72725,Self-Employed,18,670,6890,120496,180,1
56,76317,Self-Employed,17,652,51810,119244,240,1
40,15742,Employed,8,769,10217,113432,24,1
43,37700,Employed,22,745,35124,141618,24,0
43,189791,Employed,24,774,47085,122231,240,1
53,22356,Self-Employed,16,617,7038,127007,60,1
64,70593,Employed,29,755,8823,158439,36,1
51,194836,Self-Employed,19,626,16192,268018,180,1
24,48918,Employed,12,451,45713,162180,240,0
27,72545,Employed,22,829,47373,186674,48,1
37,32301,Employed,11,547,337,193488,120,0
62,164914,Unemployed,1,768,56381,29893,12,1
62,30503,Self-Employed,2,703,3657,100148,180,1
42,53828,Employed,13,711,32186,105373,120,1
58,70474,Employed,11,640,64555,57758,120,1
59,16832,Employed,22,503,11845,276377,48,0
53,59506,Employed,28,586,27811,157521,48,0
26,186904,Employed,15,651,2322,9933,24,1
40,191059,Employed,29,441,49972,99715,12,1
63,87556,Employed,12,626,61740,157425,24,1
42,30321,Employed,20,596,7732,133661,240,1
46,240308,Employed,8,555,76111,80026,12,0
26,50348,Employed,22,686,16474,5003,60,1
51,23827,Unemployed,12,840,310,289355,360,0
50,77993,Unemployed,21,823,65873,125260,180,1
57,227995,Employed,6,709,25092,102015,36,1
36,71806,Unemployed,28,551,30817,177156,240,0
23,49094,Employed,1,850,16197,121948,48,0
32,70804,Employed,26,709,31700,297613,36,1
37,28188,Employed,8,745,21666,207403,24,1
63,44918,Employed,4,672,33138,283629,180,1
33,39470,Employed,9,626,7626,227116,60,0
27,47686,Employed,21,772,39926,202186,180,1
45,204255,Employed,8,745,79559,220349,24,1
46,233194,Employed,20,634,77038,63142,36,1
58,62782,Self-Employed,27,850,5593,290486,120,1
47,166745,Self-Employed,7,744,74079,31711,60,1
37,76005,Employed,25,787,8935,113462,60,1
60,66412,Self-Employed,21,754,55833,194161,180,1
29,37911,Self-Employed,14,491,8805,156214,48,0
43,94650,Self-Employed,27,810,54125,252746,24,1
45,127608,Self-Employed,24,720,13000,214877,12,1
37,51657,Employed,10,668,46238,8546,360,0
32,163371,Self-Employed,4,715,4976,109972,60,1
29,127402,Employed,11,453,27654,136748,48,0
49,58281,Employed,8,702,39838,55644,36,1
50,29412,Employed,12,623,5235,64888,60,1
27,231876,Self-Employed,16,662,10183,279705,360,1
49,72016,Employed,16,590,11943,204804,24,1
44,178527,Employed,28,750,29698,163360,24,1
39,19336,Self-Employed,10,597,16110,160142,120,0
30,18637,Employed,11,704,5747,59824,180,1
40,173709,Employed,2,715,7737,89564,12,1
28,16446,Employed,10,591,11486,86587,12,0
53,60516,Unemployed,4,672,33443,190427,24,1
32,89522,Unemployed,15,678,43633,123142,60,1
34,40945,Employed,23,629,104,35695,24,1
43,56027,Employed,0,639,1633,297152,240,1
60,32262,Employed,29,642,7971,186374,48,1
28,19686,Employed,7,568,6662,63967,12,0
61,94514,Employed,4,652,11049,181991,12,1
40,22205,Unemployed,25,570,3299,59816,120,0
24,37699,Self-Employed,16,483,10212,102387,12,0
31,162280,Employed,5,770,76375,298587,36,1
43,91664,Unemployed,4,639,59179,10004,240,0
32,77148,Employed,0,595,9417,151453,60,1
22,224829,Self-Employed,8,579,79300,137010,60,0
60,69920,Employed,9,648,56670,255916,120,1
41,130597,Employed,4,563,8594,38806,36,1
53,55431,Employed,5,716,29372,165324,180,1
52,157028,Employed,8,474,25161,171613,60,0
37,18541,Employed,26,700,12426,26019,36,1
26,82476,Employed,23,757,46685,287051,24,1
57,56821,Employed,23,515,344,274545,36,1
27,71404,Self-Employed,24,697,48591,298647,120,1
59,27170,Employed,4,637,25869,282034,48,1
47,59087,Self-Employed,29,580,18933,245496,12,0
53,56906,Self-Employed,19,425,34470,99698,360,0
28,31159,Employed,24,584,17877,7171,60,0
31,145334,Employed,7,528,11418,286389,48,1
52,79542,Self-Employed,29,629,3789,5727,12,1
41,18439,Unemployed,13,641,5699,39775,120,0
43,179808,Self-Employed,16,566,10459,109696,12,0
23,86004,Unemployed,26,640,39182,90763,24,0
41,18793,Self-Employed,13,708,4507,59523,240,1
27,36329,Self-Employed,15,664,34581,79010,360,1
60,65831,Employed,2,659,52884,13211,60,0
63,18719,Employed,11,676,14608,29937,36,0
28,130495,Self-Employed,9,562,41115,13593,180,0
56,72563,Self-Employed,18,650,30442,245982,240,0
49,148517,Employed,3,838,24935,33369,240,1
31,15877,Employed,18,573,4411,235983,12,0
22,60847,Self-Employed,26,825,1776,251206,36,1
30,73206,Self-Employed,8,667,59746,256754,240,1
22,112376,Employed,18,580,61210,127003,120,1
61,22329,Employed,21,684,19174,89317,24,1
46,72890,Unemployed,26,707,5060,7311,120,1
45,56558,Unemployed,6,601,3290,138484,60,1
36,38946,Employed,29,703,25382,49934,60,1
59,15716,Unemployed,28,701,3950,180225,180,0
43,134465,Employed,0,723,63871,65453,120,0
32,50296,Employed,29,738,33588,61562,12,0
32,81352,Self-Employed,27,803,11931,187163,12,1
39,37676,Employed,8,662,8086,59998,48,0
41,19574,Employed,26,520,4103,84050,36,1
21,160223,Employed,6,746,59977,135594,180,1
51,33510,Self-Employed,18,740,2497,25879,360,1
43,35003,Employed,17,808,11264,42844,240,1
39,211314,Self-Employed,10,741,30776,90174,180,1
45,49129,Employed,12,581,3873,208358,180,1
44,91288,Employed,16,513,61468,287290,36,1
28,244632,Self-Employed,26,836,26155,254524,240,1
40,229683,Self-Employed,10,713,22199,38152,12,1
63,68098,Employed,12,784,2639,34422,12,1
53,192290,Unemployed,20,850,24204,152520,180,1
43,132600,Unemployed,9,547,64021,299359,36,1
41,51354,Employed,11,794,32713,247552,120,1
26,17170,Employed,23,553,12042,216179,180,0
36,17747,Employed,13,608,9362,38652,48,1
33,16711,Employed,29,668,3399,244836,180,1
32,180347,Unemployed,25,697,4817,18545,36,1
30,69641,Employed,18,850,10172,228096,48,1
33,54600,Employed,11,698,25088,118871,24,1
49,23193,Unemployed,10,618,10021,234016,48,1
28,145399,Employed,16,500,26635,101055,120,1
57,185798,Employed,9,607,11340,27437,240,1
63,31169,Employed,7,669,26458,256481,24,1
48,37168,Employed,8,643,33762,20491,48,1
40,26548,Employed,4,686,11257,247111,360,0
31,150220,Employed,20,634,12100,90554,48,1
23,194202,Employed,6,828,35668,256544,36,1
57,42050,Unemployed,25,633,40615,105839,12,0
50,78213,Employed,5,766,24236,35859,120,1
61,61949,Employed,18,619,1289,270773,60,0
52,96588,Employed,27,518,11870,60007,120,1
57,17168,Employed,1,791,2134,114020,24,1
60,63991,Self-Employed,24,528,24609,148848,24,0
58,32969,Self-Employed,5,593,31229,89157,48,1
54,52106,Employed,4,728,39202,254508,48,1
37,206211,Employed,17,659,18149,216828,360,1
39,185111,Unemployed,7,669,65433,288305,240,1
57,21301,Employed,2,801,15530,295325,24,1
40,57855,Employed,9,609,46881,280220,24,0
34,30133,Self-Employed,23,507,6139,196420,36,0
52,72051,Self-Employed,1,600,14630,10149,36,0
22,35348,Employed,10,640,27617,66072,36,0
30,22010,Self-Employed,12,608,7854,278952,36,0
58,15649,Self-Employed,29,642,6083,78133,60,1
60,23633,Employed,12,655,5109,228965,48,1
28,29920,Employed,16,579,10006,233004,24,1
48,72510,Self-Employed,6,630,35233,175933,360,1
57,64595,Employed,25,548,44874,242670,180,1
56,68768,Employed,28,667,12240,58303,180,1
23,19069,Employed,25,529,6674,28268,360,1
38,23951,Employed,9,728,591,51441,12,1
60,71806,Employed,28,754,61362,256208,60,1
64,30816,Self-Employed,9,540,11208,40320,36,0
24,84187,Self-Employed,17,734,2869,241669,36,1
33,67442,Self-Employed,23,662,27816,282387,180,1
28,74530,Employed,25,434,25940,243039,180,0
46,80321,Unemployed,21,616,10325,217598,60,1
28,158806,Employed,9,843,70125,108413,36,1
21,89470,Self-Employed,20,845,1872,208186,180,1
41,39838,Employed,27,604,39061,223545,60,0
29,38379,Employed,13,591,37840,200806,48,0
59,88163,Employed,8,701,45475,131643,360,0
32,65956,Employed,1,728,31850,40805,12,1
21,15755,Employed,22,608,4870,125533,360,1
28,17413,Self-Employed,8,454,5809,79697,240,0
34,60335,Self-Employed,3,722,5405,201042,120,1
59,23728,Employed,21,585,12266,270102,120,0
46,72040,Self-Employed,15,643,30874,54734,24,1
22,237945,Employed,23,713,62151,214393,48,1
38,77142,Employed,12,740,71395,221509,360,1
59,40459,Employed,9,720,13990,25465,240,1
24,28846,Unemployed,20,592,23348,37487,12,0
26,54790,Employed,16,589,11784,132793,48,1
30,22648,Employed,23,673,6577,136483,24,1
52,55171,Employed,22,609,816,245083,24,1
58,206558,Employed,18,689,48196,222953,12,1
50,77591,Self-Employed,11,563,37045,75547,180,1
62,42979,Employed,11,677,477,133246,60,1
34,80724,Employed,25,815,1893,176493,60,1
60,63036,Employed,21,644,5351,17483,12,1
43,60920,Employed,17,629,28036,240212,120,1
27,62531,Self-Employed,21,593,59332,22981,36,0
47,106405,Employed,14,624,21588,134247,60,1
39,180337,Employed,16,683,67206,178165,180,1
46,18829,Self-Employed,4,582,9497,278443,48,0
46,24969,Employed,27,622,11053,97518,36,1
32,22861,Unemployed,0,639,6814,76803,240,1
46,23177,Employed,13,708,17094,126458,48,1
31,51964,Employed,26,607,15612,142906,120,0
36,21876,Unemployed,10,684,7378,6357,240,1
44,15060,Employed,29,640,12669,55878,240,0
51,27870,Employed,16,638,25395,52822,24,1
41,17660,Employed,20,652,4713,40823,12,1
33,28964,Unemployed,27,669,15979,277739,24,1
42,73409,Employed,28,622,63528,72936,360,0
36,23491,Employed,22,570,1080,29776,24,0
37,26853,Self-Employed,28,650,379,58363,240,1
44,37477,Self-Employed,1,730,5089,259948,24,1
33,72521,Employed,8,635,51140,168766,360,0
35,80422,Employed,27,610,31957,115944,360,1
50,56923,Employed,22,726,15264,53432,48,1
54,47807,Employed,5,528,9846,272525,36,1
33,47793,Self-Employed,27,644,41859,80168,36,0
57,18918,Employed,5,686,6833,180714,240,0
53,175920,Employed,3,695,56614,155346,12,1
59,28470,Employed,26,645,3849,125214,12,1
51,62796,Employed,14,483,47566,92304,36,0
54,39284,Employed,3,653,29567,78809,240,1
41,63061,Self-Employed,6,812,22617,262443,360,1
23,34452,Employed,10,664,17117,130829,360,1
23,27181,Employed,4,699,10476,152307,12,0
26,18536,Employed,5,645,1508,251718,24,0
30,67978,Employed,29,760,14122,62173,36,1
43,74660,Self-Employed,24,453,9169,17698,60,1
41,20367,Self-Employed,1,697,14500,251388,360,0
54,85438,Employed,19,721,52402,171464,24,1
41,105115,Unemployed,11,746,43106,29355,12,1
37,72623,Employed,4,775,51502,95010,240,1
55,22140,Employed,29,682,20784,171212,60,1
58,203247,Unemployed,10,717,37552,180067,240,1
47,35632,Employed,4,604,13930,74265,120,0
35,39028,Employed,10,651,23810,119124,120,0
40,195433,Unemployed,1,646,32464,44930,12,1
52,60747,Employed,27,665,58070,142607,24,1
43,75277,Unemployed,25,695,15432,106042,12,0
53,28742,Employed,14,681,8057,101632,240,1
35,63531,Employed,25,725,54505,137525,36,1
62,214131,Employed,29,668,4160,288441,120,1
27,191983,Employed,5,595,55549,226861,120,1
45,80768,Employed,23,815,29129,34218,120,1
54,225038,Employed,29,692,4237,289620,48,1
26,60732,Employed,28,571,59708,282835,180,1
36,127850,Employed,7,612,1713,198337,360,1
22,83669,Employed,27,794,53120,79134,240,1
28,45376,Unemployed,13,575,21704,47659,120,0
60,19915,Employed,1,594,12643,260671,60,0
32,122487,Employed,11,568,43161,226477,48,1
23,141792,Self-Employed,11,632,10077,297016,36,0
55,30858,Employed,18,643,28683,294128,120,0
25,17440,Self-Employed,1,620,12199,299244,60,0
59,67916,Employed,0,537,6604,181789,24,1
63,26160,Employed,24,590,6218,148898,120,0
62,159281,Employed,18,582,72172,110984,360,1
49,40090,Employed,10,736,11519,289243,60,1
38,15163,Employed,4,701,8298,101330,36,1
28,30362,Self-Employed,10,599,28097,251898,240,0
25,206622,Unemployed,25,704,66907,105872,36,1
38,82692,Employed,13,706,45850,59474,120,1
23,20465,Employed,25,692,9718,199338,120,0
49,108648,Employed,12,598,15460,266209,24,0
22,79890,Self-Employed,0,828,58952,129661,180,1
37,59530,Employed,22,674,42778,35652,48,0
40,71289,Self-Employed,5,732,26591,201471,24,1
29,151705,Employed,20,596,64787,143868,36,1
42,31860,Employed,21,431,19295,33797,24,1
46,84495,Self-Employed,3,807,36730,100728,180,1
21,50092,Employed,12,598,40724,60273,360,0
28,31713,Employed,10,810,27192,117990,240,1
24,71993,Self-Employed,0,791,55387,159393,180,0
48,242252,Self-Employed,0,564,42157,257418,180,0
64,44574,Employed,26,598,4598,260163,240,0
51,22256,Unemployed,0,772,17486,76143,120,0
29,43060,Employed,17,526,37222,186457,12,0
49,51598,Employed,23,710,46952,155667,48,1
52,60662,Employed,12,624,26194,32720,12,1
32,110507,Employed,12,742,44650,297404,60,1
43,26833,Self-Employed,2,603,19674,168766,180,0
35,30757,Self-Employed,18,751,25304,193162,36,0
38,137954,Employed,0,690,9939,247384,24,1
21,33721,Self-Employed,23,748,31035,122470,24,1
45,36830,Employed,3,693,35221,72096,360,0
49,58941,Employed,1,633,1237,186883,12,1
51,110504,Employed,28,765,49285,122878,180,1
56,46572,Self-Employed,28,546,36928,41576,240,0
41,34034,Employed,5,733,15999,268895,24,1
60,84014,Self-Employed,27,576,39037,293711,12,0
43,53041,Employed,27,686,51079,13700,120,1
54,61523,Employed,20,777,5998,292277,36,1
60,88471,Self-Employed,28,635,57607,90770,240,1
61,38242,Unemployed,2,605,7631,171760,240,0
58,87421,Unemployed,23,682,10850,247619,36,0
36,15655,Employed,24,606,9302,68745,360,0
52,114188,Employed,26,660,7940,83545,240,1
51,56866,Employed,8,548,35583,143974,60,1
34,24771,Employed,15,635,19150,75322,24,1
44,66097,Employed,0,528,65628,108684,36,0
27,85894,Employed,10,501,45280,183760,36,1
24,19946,Self-Employed,27,531,18495,178195,36,0
58,62207,Employed,21,511,6122,241230,360,1
39,57053,Self-Employed,21,723,23452,194072,36,1
36,52643,Self-Employed,7,771,27455,285037,180,0
56,80234,Employed,21,593,14828,209085,120,0
47,28281,Unemployed,29,703,15912,297142,360,0
32,72452,Self-Employed,17,702,1512,90501,36,1
35,17405,Self-Employed,21,573,6724,187840,120,0
51,51430,Self-Employed,28,724,38700,151052,360,1
40,180613,Self-Employed,7,594,59310,294373,36,1
35,35119,Employed,18,610,25572,27154,60,1
61,17047,Employed,5,618,11287,128773,24,0
64,15444,Employed,9,717,13507,185427,240,0
59,47792,Unemployed,20,492,2017,263429,240,0
54,64862,Employed,2,713,14576,219609,240,1
38,89231,Self-Employed,3,506,11848,296707,120,1
32,201210,Employed,29,588,69321,49392,180,1
41,44368,Employed,13,534,24079,8378,180,0
28,104459,Self-Employed,23,560,55139,232524,60,0
63,87208,Employed,22,579,29545,275976,240,1
37,42026,Self-Employed,23,798,33952,52351,360,1
50,17767,Self-Employed,23,690,7488,84233,180,1
60,202711,Employed,21,806,22226,55644,24,1
31,212496,Self-Employed,20,597,55836,283800,12,1
42,218440,Self-Employed,17,531,15274,176432,360,1
23,31100,Employed,0,675,22264,47070,24,0
43,241647,Employed,19,782,63351,116937,120,1
47,202482,Employed,13,755,28670,63275,180,1
51,31542,Self-Employed,23,539,6360,129763,240,0
50,23616,Employed,16,565,1031,150833,12,0
44,23747,Employed,11,514,11260,121462,12,0
53,77630,Self-Employed,24,608,74598,170008,48,1
38,53249,Self-Employed,8,739,52365,117975,36,1
64,18592,Self-Employed,0,630,9888,277750,24,0
34,48185,Employed,4,722,24027,198099,24,1
30,31348,Self-Employed,6,597,4876,91097,60,0
35,74807,Employed,27,541,22730,69446,60,0
27,38666,Employed,3,714,10298,261113,360,1
25,183562,Unemployed,11,746,1408,178723,36,1
25,59790,Employed,2,733,59578,259554,180,1
31,76953,Employed,6,643,52323,145670,12,0
55,37594,Employed,16,575,10476,175180,12,1
41,27165,Employed,21,653,16489,169885,240,1
48,148212,Self-Employed,28,638,24405,252135,180,0
35,19512,Unemployed,23,603,4769,285361,360,1
53,25735,Employed,16,432,12998,82319,36,1
62,62459,Employed,29,494,3788,267745,12,0
22,56561,Self-Employed,25,754,36442,165933,36,1
26,52851,Employed,3,753,40009,192827,60,1
34,116214,Employed,27,476,68885,290087,48,0
40,78776,Employed,27,511,58810,298011,36,0
39,62986,Self-Employed,13,745,62688,28364,48,0
60,19273,Employed,19,582,14637,171536,12,0
51,20882,Unemployed,25,627,8808,236176,12,0
42,57062,Employed,12,650,35118,243262,12,1
42,39552,Employed,9,650,11606,178480,48,1
63,56192,Employed,11,728,54357,221887,48,0
27,64353,Employed,12,571,45099,144166,360,0
49,45922,Employed,25,761,3574,226507,12,1
64,22717,Employed,26,675,6724,57976,48,1
39,58551,Employed,16,652,11580,257405,60,1
23,60382,Self-Employed,23,607,45530,125823,48,0
29,25459,Self-Employed,26,704,6071,234554,180,1
23,70747,Employed,21,622,58327,46434,60,1
22,42148,Employed,0,565,18466,46743,36,1
25,24502,Employed,4,590,22907,74068,24,1
28,38379,Employed,16,650,20202,207005,24,1
45,132980,Employed,16,625,73090,90739,240,1
27,120219,Employed,12,798,31265,14001,360,1
41,18342,Employed,9,665,9132,249102,24,1
50,26224,Employed,24,638,1931,154991,180,0
40,63260,Employed,11,603,56759,180072,240,1
52,49405,Employed,16,585,37504,22758,48,1
56,236649,Employed,25,740,22608,250315,180,1
40,34959,Employed,11,630,25039,86574,120,1
38,19971,Unemployed,4,755,7171,298544,240,1
41,26440,Employed,17,592,22419,226774,48,0
59,123326,Employed,29,689,36853,35825,24,1
39,169839,Unemployed,12,588,70012,86814,180,1
25,53471,Employed,28,578,33253,229941,36,0
51,82450,Employed,9,664,50574,216482,120,1
54,44519,Employed,7,662,33950,187284,36,1
27,21549,Employed,20,757,2296,27880,48,1
38,67372,Employed,22,676,31794,138945,60,1
32,163693,Self-Employed,2,712,79803,230222,48,1
32,211756,Employed,15,543,38034,120642,120,1
59,59973,Employed,1,604,3301,205509,240,1
47,42173,Unemployed,27,619,18332,192058,60,0
54,32297,Self-Employed,17,734,4655,84148,24,1
26,138301,Employed,5,548,61499,280027,60,1
41,20595,Self-Employed,28,517,20398,91356,12,0
35,40240,Self-Employed,21,582,33971,77908,60,0
25,39381,Employed,5,661,34634,190196,36,1
45,144818,Employed,26,633,51650,164774,240,1
57,68332,Self-Employed,13,667,27771,32150,240,0
42,72032,Unemployed,9,564,70749,202502,120,0
42,70934,Self-Employed,10,635,22228,27402,60,1
63,20409,Employed,17,547,7022,82881,120,0
24,87206,Self-Employed,27,491,27096,224127,12,1
51,71331,Employed,15,640,20243,10645,360,1
60,20214,Employed,29,650,3311,189519,120,1
41,15327,Self-Employed,6,722,6040,14618,36,1
60,72682,Employed,29,756,23375,34018,48,1
40,82254,Employed,16,647,3737,99328,360,0
61,45696,Self-Employed,26,823,18041,58546,240,1
48,125206,Employed,26,646,21849,187901,60,1
22,61682,Employed,9,676,22112,222124,180,1
56,19250,Employed,3,674,18033,128301,36,0
51,38208,Employed,20,670,18085,32491,180,0
53,23701,Unemployed,17,685,16855,154717,60,0
59,44657,Self-Employed,17,647,19389,16620,180,1
33,70661,Unemployed,26,755,16248,266674,240,1
37,132316,Self-Employed,25,670,75354,60367,360,1
48,80646,Self-Employed,13,718,6008,46788,60,1
22,20170,Employed,12,688,3030,91072,48,1
41,77590,Self-Employed,1,601,55646,279833,12,0
58,26027,Employed,29,734,8731,23789,36,1
44,81391,Employed,19,659,53951,180995,360,1
31,28967,Employed,10,418,23212,278607,240,0
63,70131,Employed,18,589,50182,255482,120,0
38,127540,Employed,21,661,22389,229908,24,1
38,206833,Employed,24,528,41697,33185,180,1
52,71391,Employed,23,528,25424,277958,24,1
50,120742,Employed,20,694,23664,161601,12,1
37,76150,Unemployed,12,709,4212,73663,60,1
44,28196,Self-Employed,2,707,13841,92087,180,1
56,21026,Employed,23,772,20892,284428,180,0
33,50668,Employed,21,577,12434,97132,240,1
58,228072,Employed,12,712,75764,57774,36,1
38,200099,Self-Employed,6,681,38199,287528,240,1
50,75205,Employed,17,513,27838,171674,12,1
32,75013,Employed,14,598,33122,81879,180,1
55,36823,Self-Employed,26,778,36048,87079,48,1
40,31706,Employed,9,608,26792,127142,240,0
35,196792,Employed,23,696,24158,211205,48,1
35,81715,Self-Employed,28,829,72822,59315,24,1
37,218276,Self-Employed,9,581,68196,145076,180,0
61,108942,Employed,0,587,64770,7155,240,0
43,39665,Employed,29,576,4535,34152,36,1
21,53669,Employed,1,485,25743,246496,60,0
36,23714,Employed,1,755,12146,72426,360,1
50,74955,Self-Employed,9,543,65758,149644,60,0
24,83795,Employed,2,491,74641,38184,60,0
46,26264,Self-Employed,14,571,7694,244202,360,0
28,16721,Employed,9,802,15489,66330,360,1
40,63972,Employed,11,569,30383,235270,60,0
52,56013,Employed,2,712,45006,26127,24,1
63,70526,Self-Employed,20,444,16027,231532,60,0
53,50443,Employed,26,648,42449,151062,12,0
55,50176,Employed,23,548,19809,172783,60,1
28,29955,Employed,15,705,24135,53848,360,1
55,40359,Self-Employed,6,570,12092,22328,36,0
22,78040,Employed,23,500,62634,24394,120,0
30,16804,Self-Employed,25,653,10084,182805,60,0
40,209620,Employed,16,524,57474,260111,180,1
62,87879,Employed,0,625,22023,254496,24,1
41,86189,Self-Employed,2,754,58557,136717,180,1
54,38999,Employed,29,730,32037,102104,240,1
43,50283,Employed,28,798,42954,103348,48,1
44,82113,Employed,23,741,7192,170864,12,1
52,33863,Employed,1,783,19507,41433,60,1
59,103145,Employed,26,610,64810,253470,12,0
28,38412,Unemployed,8,729,19789,109577,360,1
30,46444,Employed,0,847,24485,149891,36,1
44,244868,Employed,18,642,45998,72102,36,1
31,84874,Employed,9,598,74665,216706,12,0
58,35526,Employed,25,693,18558,293023,120,0
48,59021,Employed,24,616,45683,240764,180,1
52,75509,Employed,11,695,43841,179220,240,1
53,20847,Employed,10,664,12232,183062,120,0
45,72280,Unemployed,9,778,1743,210201,24,1
24,46068,Employed,20,662,31137,45687,48,1
27,60104,Self-Employed,23,622,18585,118267,12,0
47,60751,Unemployed,27,816,49961,193014,48,1
31,23001,Unemployed,23,730,21937,157514,180,0
61,55334,Employed,15,663,44717,147775,12,1
61,83027,Employed,19,482,45945,67410,24,0
31,21644,Employed,13,778,17797,169528,48,1
45,226602,Self-Employed,12,517,58244,179679,240,0
24,15083,Employed,4,790,4982,68340,48,1
61,34844,Employed,7,565,2955,15119,180,0
28,163711,Employed,15,477,71805,83261,180,1
42,84683,Employed,6,689,69012,219792,180,0
38,186425,Self-Employed,22,658,77433,94810,36,1
49,135660,Employed,4,681,6718,141521,240,1
31,32239,Employed,7,644,11833,156555,180,1
42,67608,Employed,4,610,23261,78909,120,1
34,30341,Employed,6,687,13603,279139,48,1
34,21563,Employed,5,684,10123,251694,48,1
32,58257,Employed,12,707,27005,64026,36,1
55,71992,Employed,8,611,29876,181229,24,1
40,66929,Self-Employed,6,673,56407,172867,12,1
34,74876,Self-Employed,7,421,12472,190710,180,1
38,38311,Employed,25,731,22209,209088,120,1
34,113080,Employed,13,610,18568,18848,60,1
46,71555,Self-Employed,21,706,3023,207632,120,1
39,23936,Employed,18,700,23610,131123,240,0
49,17227,Employed,28,699,11713,217758,36,1
36,64320,Self-Employed,13,580,14277,67763,48,0
51,38456,Self-Employed,8,618,32470,212037,60,1
60,77646,Self-Employed,15,508,23487,129391,60,1
40,129089,Employed,7,756,67705,218875,240,1
63,247106,Employed,21,589,13334,24261,360,1
32,75851,Unemployed,14,607,1624,19411,120,1
51,24210,Employed,14,646,3893,113195,60,1
31,36566,Employed,13,690,18028,243215,36,0
57,50798,Self-Employed,22,699,49974,39940,360,1
39,58921,Employed,7,595,8630,171759,36,1
41,53990,Employed,9,517,46174,185070,48,1
39,47567,Employed,15,461,31556,271754,48,1
32,59239,Employed,14,673,54650,179183,48,1
51,34621,Employed,25,739,29323,204419,360,1
29,71876,Employed,24,718,454,118941,240,1
47,40714,Self-Employed,4,514,17296,247345,36,0
42,128468,Employed,21,582,5141,183580,12,1
26,227068,Self-Employed,11,836,7316,290558,360,1
60,96144,Unemployed,23,695,19551,146739,120,1
54,85247,Employed,22,503,59481,199178,360,0
25,83958,Employed,21,590,26722,48980,240,0
38,56479,Employed,22,651,12839,105766,240,1
55,132739,Self-Employed,22,767,12996,237861,60,1
27,47264,Employed,12,717,3740,87644,360,1
33,99599,Employed,23,675,53974,228552,240,0
55,70348,Self-Employed,2,635,61100,40524,60,1
48,34146,Employed,4,615,5823,215574,12,0
40,55903,Self-Employed,23,555,53809,127938,48,0
64,67598,Employed,9,650,21042,28409,120,1
27,84046,Employed,0,850,48024,215278,36,1
39,162635,Employed,20,590,44602,118831,12,0
57,29333,Employed,10,649,11800,10413,60,1
49,142168,Self-Employed,14,646,10052,75470,240,1
34,83984,Employed,10,632,44762,99814,240,1
25,170580,Employed,6,338,41496,292298,360,0
51,72048,Self-Employed,18,586,53677,104370,12,0
45,249569,Employed,16,687,2437,138033,60,1
52,37044,Unemployed,16,545,15086,211787,360,0
53,27154,Unemployed,25,698,25890,122280,120,1
24,28138,Unemployed,20,614,19443,57742,360,1
29,16412,Employed,13,793,11451,216095,180,1
37,18153,Unemployed,14,843,12358,80025,36,1
31,65123,Employed,11,482,13030,170163,48,1
36,79536,Employed,17,595,633,90314,48,1
42,183110,Employed,11,652,15739,85610,12,1
46,65331,Employed,20,687,12782,287984,24,1
28,48405,Employed,12,546,12142,85643,240,1
53,75595,Employed,8,697,38375,79450,120,1
21,61942,Employed,7,618,58966,118653,36,1
55,86478,Employed,7,590,482,184335,12,1
26,43589,Employed,7,798,13907,197143,180,1
61,87625,Self-Employed,13,642,69562,25414,36,1
58,167181,Employed,15,787,58574,7899,360,1
55,29618,Employed,12,503,22223,259625,240,0
50,242239,Self-Employed,10,850,72865,99927,240,1
51,28491,Employed,23,746,6259,139770,24,1
34,176078,Employed,21,671,53168,261030,360,1
26,210094,Employed,26,728,62764,260572,36,1
30,25609,Employed,7,686,18612,128141,180,0
41,16479,Self-Employed,26,524,4738,170659,36,0
43,34282,Employed,17,505,25390,13336,240,1
